VM,Cores,CPU_UTIL
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.909090909091
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.926553672316
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.932203389831
b4d384b2-f8c7-4477-9957-717497af72e4,1,0.815642458101
24de033c-08bd-403a-9154-df20de98be0a,1,0.792134831461
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.929347826087
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.918032786885
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.912568306011
24de033c-08bd-403a-9154-df20de98be0a,1,0.82320441989
b4d384b2-f8c7-4477-9957-717497af72e4,1,0.839779005525
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.821229050279
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.759776536313
24de033c-08bd-403a-9154-df20de98be0a,1,0.694444444444
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.759776536313
b4d384b2-f8c7-4477-9957-717497af72e4,1,0.705555555556
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.755555555556
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.733333333333
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.766666666667
24de033c-08bd-403a-9154-df20de98be0a,1,0.638888888889
b4d384b2-f8c7-4477-9957-717497af72e4,1,0.655555555556
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.956043956044
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.917582417582
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.911602209945
24de033c-08bd-403a-9154-df20de98be0a,1,0.828729281768
b4d384b2-f8c7-4477-9957-717497af72e4,1,0.816666666667
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.827777777778
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.817679558011
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.827777777778
b4d384b2-f8c7-4477-9957-717497af72e4,1,0.729281767956
24de033c-08bd-403a-9154-df20de98be0a,1,0.722222222222
c0712ed0-4c14-4b47-a428-137410e93fae,1,1.04093567251
6cf45598-6552-48bb-b178-ea9b430a3254,1,1.0
24de033c-08bd-403a-9154-df20de98be0a,1,7.24
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.994219653179
b4d384b2-f8c7-4477-9957-717497af72e4,1,6.57386363636
c0712ed0-4c14-4b47-a428-137410e93fae,1,1.1164021164
6cf45598-6552-48bb-b178-ea9b430a3254,1,1.05319148936
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,1.02139037433
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.912087912088
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.884615384615
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.900552486188
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.816666666667
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.8
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.788888888889
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.772222222222
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.745856353591
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.777777777778
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.822222222222
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.822222222222
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.811111111111
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.988888888889
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.966480446927
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.949720670391
6cf45598-6552-48bb-b178-ea9b430a3254,1,0.805555555556
c0712ed0-4c14-4b47-a428-137410e93fae,1,0.8
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,0.777777777778
6cf45598-6552-48bb-b178-ea9b430a3254,1,7.99435028249
c0712ed0-4c14-4b47-a428-137410e93fae,1,8.45454545455
4cb92e3f-a78a-48de-b148-8d62d881c04f,1,8.13483146067
