VM,Cores,CPU_UTIL
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0967741935484
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.05
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.051724137931
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0645161290323
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.05
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0833333333333
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.1
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.05
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0833333333333
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.05
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.05
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0833333333333
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.05
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0833333333333
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.05
68799c22-af81-46d4-91f2-e2d8c8d9cbf3,2,0.0666666666667
